chapter	section	greek	english	src_idx	tgt_idx	score
22	13	τῆς	an	2	7	0.4983
22	13	γλώττης	verse	3	9	0.5395
22	13	καὶ	and	5	10	0.5071
22	13	ἐπὶ	with	6	27	0.4405
22	13	τῶν	the	7	31	0.5251
22	13	μεταφορῶν	metaphor	8	32	0.5955
22	13	καὶ	and	9	33	0.6253
22	13	ἐπὶ	when	10	15	0.5484
22	13	τῶν	the	11	16	0.5579
22	13	ἄλλων	rest	12	35	0.5576
22	13	ἰδεῶν	words	13	18	0.5403
22	13	μετατιθεὶς	introduced	14	20	0.6453
22	13	ἄν	should	15	23	0.5948
22	13	τις	one	16	37	0.6896
22	13	τὰ	the	17	42	0.692
22	13	κύρια	ordinary	18	43	0.6877
22	13	ὀνόματα	words	19	44	0.6064
22	13	κατίδοι	see	20	49	0.6036
22	13	ὅτι	to	21	48	0.6881
22	13	ἀληθῆ	truth	22	51	0.7155
22	13	λέγομεν	saying	23	56	0.7224
22	13	οἷον	instance	24	61	0.7192
22	13	τὸ	The	25	57	0.647
22	13	αὐτὸ	same	26	58	0.6983
22	13	ποιήσαντος	found	27	63	0.598
22	13	ἰαμβεῖον	iambic	28	59	0.6221
22	13	Αἰσχύλου	Aeschylus	29	65	0.7442
22	13	καὶ	and	30	66	0.7956
22	13	Εὐριπίδου	Euripides	31	67	0.7862
22	13	ἐν	in	32	72	0.5187
22	13	δὲ	and	33	68	0.68
22	13	μόνον	only	34	39	0.7067
22	13	ὄνομα	word	35	88	0.5967
22	13	μετατιθέντος	substitution	36	90	0.679
22	13	ἀντὶ	for	37	94	0.5647
22	13	κυρίου	strange	38	93	0.5502
22	13	εἰωθότος	usage	39	98	0.5487
22	13	γλώτταν	word	40	101	0.5333
22	13	τὸ	a	41	86	0.4803
22	13	μὲν	former	42	74	0.4232
22	13	φαίνεται	seem	43	105	0.6576
22	13	καλὸν	fine	44	107	0.575
22	13	τὸ	the	45	99	0.576
22	13	δ	is	46	76	0.5188
22	13	εὐτελές	poor	47	78	0.6133
22	13	Αἰσχύλος	Aeschylus	48	109	0.6904
22	13	μὲν	merely	49	123	0.5088
22	13	γὰρ	for	50	60	0.501
22	13	ἐν	in	51	112	0.7758
22	13	τῷ	his	52	113	0.6871
22	13	Φιλοκτήτῃ	Philoctetes	53	114	0.7579
22	13	ἐποίησε	said	54	111	0.6348
22	13	φαγέδαινα	φαγέδαινα	55	115	0.8594
22	13	ἥ	ἥ	56	116	0.8153
22	13	μου	μου	57	117	0.8695
22	13	σάρκας	σάρκας	58	118	0.8827
22	13	ἐσθίει	ἐσθίει	59	119	0.8726
22	13	ποδός	ποδός	60	120	0.8667
22	13	ὁ	Euripides	61	121	0.5334
22	13	δὲ	has	62	122	0.4708
22	13	ἀντὶ	by	63	97	0.508
22	13	τοῦ	a	64	92	0.5494
22	13	ἐσθίει	ἐσθίει	65	126	0.7498
22	13	τὸ	the	66	125	0.6655
22	13	θοινᾶται	θοινᾶται	67	129	0.8117
22	13	μετέθηκεν	altered	68	124	0.6812
22	13	καὶ	Or	69	130	0.71
22	13	νῦν	νῦν	70	132	0.8982
22	13	δέ	δέ	71	133	0.821
22	13	μ	μ᾽	72	134	0.819
22	13	ἐὼν	ἐὼν	73	135	0.8557
22	13	ὀλίγος	ὀλίγος	74	136	0.927
22	13	τε	τε	75	137	0.869
22	13	καὶ	καὶ	76	138	0.8823
22	13	οὐτιδανὸς	οὐτιδανὸς	77	139	0.9267
22	13	καὶ	καὶ	78	140	0.9078
22	13	ἀεικής	ἀεικής	79	141	0.8913
22	13	εἴ	by	80	145	0.5754
22	13	τις	one	81	4	0.5905
22	13	λέγοι	words	82	151	0.602
22	13	τὰ	the	83	2	0.6219
22	13	κύρια	ordinary	84	150	0.6756
22	13	μετατιθεὶς	substitution	85	147	0.6908
22	13	νῦν	νῦν	86	153	0.8831
22	13	δέ	δέ	87	154	0.8419
22	13	μ	μ᾽	88	155	0.7796
22	13	ἐὼν	ἐὼν	89	156	0.8473
22	13	μικρός	μικρός	90	157	0.9223
22	13	τε	τε	91	158	0.9038
22	13	καὶ	καὶ	92	159	0.8643
22	13	ἀσθενικὸς	ἀσθενικὸς	93	160	0.9094
22	13	καὶ	καὶ	94	161	0.8382
22	13	ἀειδής	ἀειδής	95	162	0.8938
22	13	καὶ	Or	96	163	0.6491
22	13	δίφρον	δίφρον	97	166	0.7864
22	13	ἀεικέλιον	ἀεικέλιον	98	167	0.8645
22	13	καταθεὶς	καταθεὶς	99	168	0.8882
22	13	ὀλίγην	ὀλίγην	100	169	0.9098
22	13	τε	τε	101	170	0.8819
22	13	τράπεζαν	τράπεζαν	102	171	0.885
22	13	δίφρον	δίφρον	103	173	0.8618
22	13	μοχθηρὸν	μοχθηρὸν	104	174	0.8997
22	13	καταθεὶς	καταθεὶς	105	175	0.9411
22	13	μικράν	μικράν	106	176	0.874
22	13	τε	τε	107	177	0.8715
22	13	τράπεζαν	τράπεζαν	108	178	0.9133
22	13	καὶ	Or	109	179	0.7571
22	13	τὸ	into	110	182	0.6961
22	13	ἠιόνες	ἠιόνες	111	180	0.9106
22	13	βοόωσιν	βοόωσιν	112	181	0.9035
22	13	ἠιόνες	ἠιόνες	113	183	0.8757
22	13	κράζουσιν	κράζουσιν	114	184	0.9217
22	14	ἔτι	Add	0	0	0.4435
22	14	δὲ	this	1	2	0.4312
22	14	Ἀριφράδης	Ariphrades	2	4	0.8097
22	14	τοὺς	the	3	8	0.6716
22	14	τραγῳδοὺς	tragedians	4	9	0.6879
22	14	ἐκωμῴδει	ridicule	5	7	0.5804
22	14	ὅτι	that	6	3	0.5571
22	14	οὐδεὶς	unknown	7	13	0.5054
22	14	εἴποι	expressions	9	12	0.5
22	14	ἐν	in	10	14	0.6799
22	14	τῇ	the	11	15	0.5863
22	14	διαλέκτῳ	language	12	16	0.5754
22	14	χρῶνται	used	14	5	0.5776
22	14	τὸ	of	16	17	0.4043
22	14	δωμάτων	δωμάτων	17	20	0.7742
22	14	ἄπο	ἄπο	18	21	0.7124
22	14	ἀπὸ	ἀπὸ	21	23	0.6673
22	14	δωμάτων	δωμάτων	22	24	0.7927
22	14	καὶ	for	23	22	0.4397
22	14	σέθεν	σέθεν	25	25	0.7312
22	14	ἐγὼ	ἐγὼ	28	26	0.8541
22	14	δέ	δέ	29	27	0.797
22	14	νιν	νιν	30	28	0.8111
22	14	τὸ	for	32	31	0.5698
22	14	Ἀχιλλέως	Ἀχιλλέως	33	29	0.8274
22	14	πέρι	πέρι	34	30	0.8083
22	14	περὶ	περὶ	37	32	0.7545
22	14	Ἀχιλλέως	Ἀχιλλέως	38	33	0.8506
22	14	καὶ	and	39	34	0.8187
22	14	ὅσα	the	40	35	0.6273
22	14	τοιαῦτα	like	42	36	0.698
22	15	διὰ	fact	0	2	0.531
22	15	γὰρ	mere	1	1	0.4721
22	15	τὸ	The	2	0	0.4785
22	15	μὴ	not	3	5	0.7928
22	15	εἶναι	being	4	6	0.7587
22	15	ἐν	in	5	7	0.5913
22	15	κυρίοις	ordinary	7	8	0.5207
22	15	ποιεῖ	gives	8	10	0.5412
22	15	τὸ	the	9	11	0.5105
22	15	ἰδιωτικὸν	non-prosaic	11	14	0.6619
22	15	λέξει	speech	14	9	0.5884
22	15	ἐκεῖνος	Diction	18	12	0.5097
22	15	ἠγνόει	character	21	15	0.4229
22	16	ἔστιν	is	0	7	0.7442
22	16	δὲ	but	1	0	0.6533
22	16	μέγα	great	2	9	0.6936
22	16	μὲν	indeed	3	11	0.6444
22	16	τῶν	these	6	18	0.5233
22	16	εἰρημένων	poetical	7	19	0.5499
22	16	πρεπόντως	proper	8	15	0.6385
22	16	χρῆσθαι	use	9	16	0.6246
22	16	καὶ	also	10	22	0.6033
22	16	διπλοῖς	compounds	11	24	0.5263
22	16	ὀνόμασι	forms	12	20	0.5015
22	16	καὶ	and	13	25	0.5683
22	16	γλώτταις	words	14	27	0.6233
22	16	μεταφορικὸν	strange	19	26	0.4071
22	17	μόνον	greatest	0	2	0.4869
22	17	γὰρ	But	1	0	0.6217
22	17	τοῦτο	thing	2	3	0.5563
22	17	οὔτε	cannot	3	19	0.5003
22	17	παρ	from	4	22	0.6837
22	17	ἄλλου	others	5	23	0.7275
22	17	ἔστι	is	6	14	0.6048
22	17	λαβεῖν	learnt	7	21	0.5194
22	17	εὐφυΐας	genius	8	31	0.5309
22	17	τε	and	9	24	0.6198
22	17	σημεῖόν	sign	10	29	0.6294
22	17	ἐστι	is	11	26	0.7164
22	17	τὸ	a	12	33	0.432
22	17	γὰρ	since	13	32	0.6583
22	17	εὖ	good	14	34	0.6501
22	17	μεταφέρειν	metaphor	15	35	0.5935
22	17	τὸ	the	16	41	0.689
22	17	τὸ	in	17	43	0.5264
22	17	ὅμοιον	similarity	18	42	0.6702
22	17	θεωρεῖν	perception	19	39	0.6421
22	17	ἐστιν	implies	20	36	0.5879
22	18	τῶν	the	0	1	0.615
22	18	δ	Of	1	0	0.4526
22	18	ὀνομάτων	words	2	4	0.7144
22	18	διπλᾶ	compounds	5	13	0.5906
22	18	μάλιστα	most	6	15	0.6447
22	18	ἁρμόττει	place	7	17	0.6478
22	18	τοῖς	the	8	19	0.5867
22	18	διθυράμβοις	dithyramb	9	20	0.6497
22	18	δὲ	strange	11	21	0.4077
22	18	γλῶτται	words	12	22	0.4891
22	18	τοῖς	in	13	23	0.4809
22	18	ἡρωικοῖς	heroic	14	24	0.6442
22	18	δὲ	and	16	25	0.6927
22	18	μεταφοραὶ	metaphors	17	26	0.72
22	18	τοῖς	in	18	27	0.4625
22	18	ἰαμβείοις	iambic	19	28	0.6595
22	19	ἐν	poetry	1	1	0.5003
22	19	μὲν	indeed	2	2	0.6182
22	19	ἡρωικοῖς	Heroic	4	0	0.6343
22	19	ἅπαντα	all	5	8	0.663
22	19	χρήσιμα	avail	6	4	0.6408
22	19	τὰ	them	7	7	0.4981
22	19	εἰρημένα	spoken	8	22	0.5345
22	19	ἐν	in	9	10	0.579
22	19	δὲ	But	10	9	0.6613
22	19	τοῖς	verse	11	12	0.4863
22	19	ἰαμβείοις	iambic	12	11	0.6619
22	19	τὸ	which	14	13	0.4272
22	19	ὅτι	possible	15	19	0.4595
22	19	μάλιστα	only	16	24	0.5627
22	19	λέξιν	language	17	23	0.5573
22	19	μιμεῖσθαι	in	18	30	0.5065
22	19	ταῦτα	those	19	25	0.6259
22	19	ἁρμόττει	place	20	31	0.6351
22	19	τῶν	the	21	21	0.5281
22	19	ὀνομάτων	words	22	28	0.6161
22	19	ὅσοις	which	23	32	0.535
22	19	κἂν	also	24	35	0.524
22	19	ἐν	in	25	36	0.5889
22	19	λόγοις	oration	26	38	0.5107
22	19	τις	an	27	37	0.4253
22	19	χρήσαιτο	allowable	28	34	0.5558
22	19	ἔστι	are	29	33	0.5073
22	19	δὲ	e	30	40	0.4788
22	19	τὰ	the	31	47	0.4342
22	19	τοιαῦτα	equivalent	32	49	0.4284
22	19	τὸ	the	33	41	0.5735
22	19	κύριον	ordinary	34	42	0.5039
22	19	καὶ	the	35	44	0.5427
22	19	μεταφορὰ	metaphor	36	45	0.6915
22	19	καὶ	and	37	46	0.6915
22	19	κόσμος	ornamental	38	48	0.581
22	1	Λέξεως	Diction	0	3	0.6573
22	1	ἀρετὴ	perfection	2	1	0.7082
22	1	σαφῆ	clear	3	11	0.7323
22	1	καὶ	and	4	12	0.7778
22	1	μὴ	not	5	13	0.7778
22	1	ταπεινὴν	mean	6	14	0.7397
22	1	εἶναι	be	7	8	0.5895
22	20	οὖν	then	2	2	0.651
22	20	τραγῳδίας	Tragedy	3	8	0.5439
22	20	τῆς	the	5	9	0.583
22	20	ἐν	on	6	16	0.4803
22	20	τῷ	means	7	13	0.454
22	20	πράττειν	action	8	15	0.553
22	20	μιμήσεως	imitating	9	11	0.459
22	20	ἔστω	suffice	10	3	0.5402
22	2	σαφεστάτη	clearest	0	1	0.7776
22	2	μὲν	indeed	1	2	0.7336
22	2	ἐστιν	is	3	3	0.6819
22	2	ἡ	that	4	4	0.5069
22	2	ἐκ	of	5	7	0.6106
22	2	τῶν	the	6	8	0.5867
22	2	κυρίων	ordinary	7	9	0.6827
22	2	ὀνομάτων	words	8	10	0.6087
22	2	ἀλλὰ	but	9	13	0.5622
22	2	ταπεινή	mean	10	16	0.5602
22	2	παράδειγμα	shown	11	19	0.6355
22	2	δὲ	as	12	17	0.5022
22	2	ἡ	the	13	21	0.593
22	2	Κλεοφῶντος	Cleophon	14	24	0.7525
22	2	ποίησις	poetry	15	22	0.6321
22	2	καὶ	and	16	25	0.6569
22	2	Σθενέλου	Sthenelus	18	26	0.708
22	3	σεμνὴ	distinguished	0	7	0.6837
22	3	δὲ	the	1	1	0.6172
22	3	καὶ	and	2	8	0.59
22	3	ἐξαλλάττουσα	non-prosaic	3	9	0.4942
22	3	τὸ	the	4	4	0.4355
22	3	ἰδιωτικὸν	Diction	5	5	0.4093
22	3	ἡ	the	6	11	0.4214
22	3	ξενικοῖς	unfamiliar	8	14	0.5867
22	3	κεχρημένη	use	9	12	0.5635
22	3	ξενικὸν	strange	10	18	0.6003
22	3	δὲ	e	11	17	0.4344
22	3	λέγω	words	12	19	0.559
22	3	γλῶτταν	terms	13	15	0.4051
22	3	μεταφορὰν	metaphors	15	20	0.6264
22	3	καὶ	lengthened	16	21	0.4489
22	3	ἐπέκτασιν	forms	17	22	0.5566
22	3	καὶ	and	18	23	0.8377
22	3	πᾶν	everything	19	24	0.8311
22	3	τὸ	that	20	25	0.6391
22	3	παρὰ	from	21	27	0.5821
22	3	τὸ	the	22	28	0.555
22	3	κύριον	ordinary	23	29	0.5819
22	4	ἀλλ	But	0	0	0.8257
22	4	τις	a	2	1	0.4916
22	4	ἂν	will	3	7	0.5333
22	4	ἅπαντα	whole	4	2	0.6416
22	4	τοιαῦτα	such	5	5	0.6544
22	4	ποιήσῃ	statement	6	3	0.5547
22	4	ἢ	either	7	9	0.7156
22	4	αἴνιγμα	riddle	8	11	0.7222
22	4	ἔσται	be	9	8	0.6488
22	4	ἢ	or	10	12	0.7752
22	4	βαρβαρισμός	barbarism	11	14	0.7016
22	4	ἂν	if	12	17	0.5651
22	4	ἐκ	of	15	20	0.6281
22	4	μεταφορῶν	metaphors	16	21	0.6393
22	4	αἴνιγμα	a	17	22	0.5774
22	4	ἐὰν	if	18	24	0.6996
22	4	ἐκ	of	20	27	0.5761
22	4	γλωττῶν	words	21	29	0.5529
22	4	βαρβαρισμός	barbarism	22	23	0.6811
22	5	αἰνίγματός	riddle	0	6	0.7504
22	5	τε	very	1	1	0.4531
22	5	γὰρ	indeed	2	3	0.5845
22	5	ἰδέα	nature	3	2	0.6375
22	5	αὕτη	this	4	8	0.6185
22	5	ἐστί	is	5	7	0.781
22	5	τὸ	to	6	9	0.5593
22	5	λέγοντα	words	7	18	0.5761
22	5	ὑπάρχοντα	fact	8	12	0.4857
22	5	ἀδύνατα	impossible	9	15	0.692
22	5	συνάψαι	describe	10	10	0.5911
22	5	κατὰ	with	11	23	0.5063
22	5	τὴν	an	14	14	0.4385
22	5	τῶν	the	15	24	0.5211
22	5	ὀνομάτων	names	16	26	0.6303
22	5	σύνθεσιν	combination	17	16	0.5204
22	5	οὐχ	cannot	18	20	0.6278
22	5	οἷόν	real	19	25	0.5101
22	5	τε	for	20	27	0.4513
22	5	τοῦτο	things	21	28	0.512
22	5	ποιῆσαι	done	22	22	0.6456
22	5	κατὰ	with	23	32	0.5888
22	5	δὲ	but	24	29	0.5839
22	5	τὴν	their	25	33	0.6604
22	5	μεταφορῶν	substitutes	26	35	0.6914
22	5	ἐνδέχεται	can	27	30	0.5859
22	5	οἷον	e.g	28	36	0.8064
22	5	ἄνδρ	man	29	40	0.7628
22	5	εἶδον	saw	30	38	0.7823
22	5	πυρὶ	brass	31	42	0.634
22	5	χαλκὸν	fire	32	46	0.5241
22	5	ἐπ	on	33	43	0.6871
22	5	ἀνέρι	another	34	44	0.6415
22	5	κολλήσαντα	glue	35	41	0.6201
22	5	καὶ	and	36	47	0.8287
22	5	τὰ	the	37	48	0.8224
22	5	τοιαῦτα	like	38	49	0.7787
22	6	γλωττῶν	words	2	5	0.4715
22	6	βαρβαρισμός	barbarism	3	9	0.6691
22	7	δεῖ	necessary	0	8	0.6233
22	7	ἄρα	A	1	0	0.4517
22	7	κεκρᾶσθαί	admixture	2	2	0.5881
22	7	πως	certain	3	1	0.5236
22	7	τούτοις	terms	4	6	0.5422
22	7	τὸ	the	5	10	0.6217
22	7	μὴ	unfamiliar	8	5	0.4259
22	7	ἰδιωτικὸν	strange	9	11	0.5176
22	7	ποιήσει	is	10	7	0.5078
22	7	ταπεινόν	ornamental	12	16	0.5194
22	7	οἷον	These	13	9	0.5295
22	7	ἡ	the	14	13	0.5067
22	7	γλῶττα	word	15	12	0.5122
22	7	καὶ	etc	16	18	0.425
22	7	ἡ	the	17	15	0.5629
22	7	μεταφορὰ	metaphor	18	14	0.5761
22	7	καὶ	and	19	26	0.5081
22	7	κόσμος	prosaic	21	27	0.4983
22	7	καὶ	while	22	28	0.5548
22	7	εἰρημένα	ordinary	25	30	0.5105
22	7	εἴδη	words	26	31	0.5194
22	7	τὸ	the	27	29	0.5362
22	7	δὲ	it	28	33	0.4712
22	7	κύριον	requisite	29	37	0.5835
22	7	τὴν	the	30	36	0.6954
22	7	σαφήνειαν	clearness	31	38	0.7776
22	8	ἐλάχιστον	most	1	2	0.5504
22	8	δὲ	however	2	3	0.6937
22	8	μέρος	What	3	0	0.459
22	8	συμβάλλεται	helps	4	1	0.6339
22	8	εἰς	to	5	4	0.5001
22	8	τὸ	render	6	5	0.4149
22	8	σαφὲς	clear	7	10	0.6548
22	8	τῆς	the	8	6	0.5128
22	8	λέξεως	Diction	9	7	0.5655
22	8	καὶ	and	10	11	0.6149
22	8	ἰδιωτικὸν	non-prosaic	12	12	0.6675
22	8	αἱ	the	13	17	0.5034
22	8	ἐπεκτάσεις	lengthened	14	18	0.4047
22	8	ἀποκοπαὶ	curtailed	16	19	0.5519
22	8	καὶ	and	17	20	0.6311
22	8	ἐξαλλαγαὶ	altered	18	21	0.5776
22	8	τῶν	of	19	23	0.5172
22	8	ὀνομάτων	words	20	24	0.5922
22	8	διὰ	of	39	16	0.4012
22	9	ὥστε	then	0	4	0.6167
22	9	οὐκ	not	1	2	0.813
22	9	ὀρθῶς	right	2	3	0.6636
22	9	ψέγουσιν	to	3	5	0.5636
22	9	ἐπιτιμῶντες	condemn	5	6	0.6347
22	9	τοιούτῳ	these	7	7	0.6399
22	9	τρόπῳ	modes	8	8	0.6923
22	9	τῆς	of	9	9	0.612
22	9	διαλέκτου	speech	10	10	0.6905
22	9	καὶ	and	11	11	0.705
22	9	διακωμῳδοῦντες	ridicule	12	12	0.6732
22	9	τὸν	the	13	13	0.6806
22	9	ποιητήν	poet	14	14	0.684
22	9	οἷον	as	15	18	0.5451
22	9	Εὐκλείδης	Euclid	16	26	0.747
22	9	ὁ	the	17	24	0.5332
22	9	ἀρχαῖος	elder	18	25	0.5865
22	9	ῥᾴδιον	easy	20	31	0.6921
22	9	ποιεῖν	make	21	33	0.6841
22	9	εἴ	if	22	35	0.7578
22	9	τις	one	23	36	0.7497
22	9	δώσει	were	24	37	0.7078
22	9	ἐκτείνειν	lengthen	25	42	0.6636
22	9	ἐφ	as	26	49	0.5641
22	9	ὁπόσον	likes—a	27	53	0.5086
22	9	βούλεται	allowed	28	40	0.5599
22	9	ἰαμβοποιήσας	caricatured	29	56	0.6433
22	9	ἐν	in	30	45	0.4898
22	9	αὐτῇ	itself	31	48	0.5528
22	9	τῇ	procedure	32	54	0.4731
22	9	λέξει	reading	33	58	0.6009
22	9	Ἐπιχάρην	Ἐπιχάρην	34	59	0.8276
22	9	εἶδον	εἶδον	35	60	0.8676
22	9	Μαραθῶνάδε	Μαραθῶνάδε	36	61	0.8577
22	9	βαδίζοντα	βαδίζοντα	37	62	0.8732
22	9	καὶ	and	38	63	0.8278
22	9	οὐκ	οὐκ	39	64	0.8993
22	9	ἄν	ἄν	40	65	0.8878
22	9	γ	γ᾽	41	66	0.7805
22	9	ἐράμενος	ἐράμενος	42	67	0.9178
22	9	τὸν	τὸν	43	68	0.9052
22	9	ἐκείνου	ἐκείνου	44	69	0.9344
22	9	ἐλλέβορον	ἐλλέβορον	45	70	0.9201
23	1	Περὶ	for	0	1	0.6845
23	1	δὲ	As	1	0	0.5533
23	1	τῆς	the	2	2	0.7031
23	1	διηγηματικῆς	poetry	3	3	0.6545
23	1	καὶ	or	4	7	0.5551
23	1	ἐν	by	5	9	0.5158
23	1	μέτρῳ	means	6	10	0.5489
23	1	μιμητικῆς	imitates	7	8	0.6035
23	1	ὅτι	that	8	19	0.566
23	1	δεῖ	should	9	34	0.4299
23	1	τοὺς	its	10	32	0.5424
23	1	μύθους	stories	11	33	0.6233
23	1	καθάπερ	like	12	37	0.5338
23	1	ἐν	in	13	39	0.6096
23	1	ταῖς	a	14	40	0.566
23	1	τραγῳδίαις	drama	15	41	0.6029
23	1	συνιστάναι	construction	16	30	0.4793
23	1	δραματικοὺς	versified	17	12	0.5049
23	1	καὶ	based	18	45	0.4287
23	1	περὶ	on	19	46	0.5731
23	1	μίαν	single	20	48	0.7002
23	1	πρᾶξιν	action	21	49	0.7191
23	1	ὅλην	complete	22	54	0.6579
23	1	καὶ	with	23	58	0.5113
23	1	τελείαν	one	24	50	0.5253
23	1	ἔχουσαν	is	25	52	0.612
23	1	ἀρχὴν	beginning	26	60	0.7285
23	1	καὶ	itself	27	57	0.4334
23	1	μέσα	middle	28	61	0.7018
23	1	καὶ	and	29	62	0.7547
23	1	τέλος	end	30	63	0.7766
23	1	ἵν	as	31	65	0.6979
23	1	ὥσπερ	so	32	64	0.517
23	1	ζῷον	creature	33	84	0.6737
23	1	ἓν	unity	34	80	0.4946
23	1	ὅλον	all	35	77	0.6362
23	1	ποιῇ	enable	36	67	0.7401
23	1	τὴν	the	37	68	0.6092
23	1	οἰκείαν	own	38	73	0.6353
23	1	ἡδονήν	pleasure	39	75	0.7163
23	1	δῆλον	proper	40	74	0.5484
23	2	μὴ	Nor	1	0	0.6322
23	2	ὁμοίας	like	2	8	0.5059
23	2	ἱστορίαις	histories	3	13	0.5113
23	2	εἶναι	is	6	6	0.5837
23	2	ἐν	in	7	10	0.5077
23	2	αἷς	them	8	9	0.404
23	2	δήλωσιν	suppose	14	3	0.4304
23	2	τούτῳ	usual	20	12	0.4034
23	3	ὥσπερ	as	0	33	0.4084
23	3	κατὰ	with	2	6	0.4965
23	3	τοὺς	the	3	59	0.4875
23	3	αὐτοὺς	same	4	60	0.5003
23	3	χρόνους	period	5	12	0.4883
23	3	ἥ	the	6	44	0.5698
23	3	τ	one	7	7	0.4095
23	3	ἐν	off	8	46	0.4201
23	3	Σαλαμῖνι	Salamis	9	47	0.5329
23	3	ἐγένετο	happened	10	16	0.5907
23	3	ναυμαχία	sea-fight	11	45	0.6195
23	3	καὶ	and	12	48	0.5996
23	3	ἡ	the	13	49	0.6605
23	3	ἐν	in	14	54	0.5992
23	3	Σικελίᾳ	Sicily	15	55	0.633
23	3	Καρχηδονίων	Carthaginians	16	53	0.586
23	3	μάχη	battle	17	50	0.6735
23	3	οὐδὲν	without	18	56	0.4983
23	3	πρὸς	to	19	58	0.5856
23	3	τὸ	the	20	40	0.567
23	3	αὐτὸ	same	21	41	0.553
23	3	συντείνουσαι	take	22	37	0.5539
23	3	τέλος	events	23	28	0.5541
23	3	οὕτω	so	24	62	0.5592
23	3	καὶ	too	25	63	0.5452
23	3	ἐν	of	26	64	0.4741
23	3	ἐφεξῆς	consecutive	28	66	0.4999
23	3	χρόνοις	events	29	67	0.5371
23	3	ἐνίοτε	sometimes	30	70	0.534
23	3	γίνεται	come	31	71	0.5945
23	3	θάτερον	one	32	68	0.5339
23	3	μετὰ	after	33	72	0.5458
23	3	θάτερον	other	34	74	0.6682
23	3	ἐξ	as	35	79	0.5089
23	3	ὧν	their	36	80	0.5136
23	3	ἓν	one	37	77	0.6693
23	3	οὐδὲν	no	38	76	0.7752
23	3	γίνεται	with	39	75	0.5909
23	3	τέλος	end	40	78	0.6969
23	4	δὲ	Nevertheless	1	0	0.5808
23	4	πολλοὶ	most	3	1	0.7085
23	4	τῶν	our	4	3	0.5748
23	4	ποιητῶν	poets	5	5	0.7499
23	4	τοῦτο	the	6	10	0.471
23	4	δρῶσι	say	7	8	0.5225
23	5	διὸ	then	0	1	0.5941
23	5	ὥσπερ	what	1	4	0.572
23	5	εἴπομεν	said	2	7	0.7335
23	5	ἤδη	before	3	8	0.5864
23	5	καὶ	even	4	27	0.5893
23	5	ταύτῃ	Herein	5	0	0.5801
23	5	θεσπέσιος	marvellous	6	16	0.5523
23	5	ἂν	have	7	10	0.49
23	5	φανείη	proof	8	13	0.5477
23	5	Ὅμηρος	Homer's	9	15	0.6597
23	5	παρὰ	to	10	18	0.7107
23	5	τοὺς	the	11	19	0.7072
23	5	ἄλλους	rest	12	20	0.7434
23	5	τῷ	He	13	21	0.4515
23	5	μηδὲ	not	14	23	0.6798
23	5	τὸν	the	15	29	0.6151
23	5	πόλεμον	war	16	31	0.6921
23	5	καίπερ	though	17	35	0.6553
23	5	ἔχοντα	was	18	37	0.5724
23	5	ἀρχὴν	beginning	19	43	0.7636
23	5	καὶ	and	20	44	0.7682
23	5	τέλος	end—through	21	45	0.6179
23	5	ἐπιχειρῆσαι	attempt	22	24	0.6573
23	5	ποιεῖν	deal	23	26	0.6533
23	5	ὅλον	entirety	24	34	0.718
23	5	λίαν	too	25	52	0.5057
23	5	ἂν	that	27	49	0.5129
23	5	μέγας	long	28	53	0.5899
23	5	οὐκ	not	30	65	0.677
23	5	εὐσύνοπτος	complicated	31	68	0.5677
23	5	ἔμελλεν	apparently	32	48	0.5881
23	5	ἔσεσθαι	was	33	51	0.6401
23	5	ἢ	or	34	63	0.6194
23	5	τῷ	the	35	70	0.6171
23	5	μεγέθει	feeling	36	47	0.4974
23	5	μετριάζοντα	incident	37	73	0.5423
23	5	καταπεπλεγμένον	singled	38	81	0.5668
23	5	τῇ	of	39	72	0.4629
23	5	ποικιλίᾳ	variety	40	71	0.5639
23	5	νῦν	it	41	75	0.424
23	5	δ	As	42	76	0.5087
23	5	ἓν	one	43	83	0.6315
23	5	μέρος	section	44	84	0.6479
23	5	ἀπολαβὼν	taken	45	58	0.5638
23	5	ἐπεισοδίοις	incidents	46	92	0.5051
23	5	κέχρηται	brings	47	95	0.62
23	5	αὐτῶν	the	48	86	0.5659
23	5	πολλοῖς	many	49	88	0.6828
23	5	οἷον	as	50	97	0.5948
23	5	νεῶν	the	51	103	0.5743
23	5	καταλόγῳ	Catalogue	52	101	0.6997
23	5	καὶ	and	53	107	0.8154
23	5	ἄλλοις	other	54	108	0.8449
23	5	ἐπεισοδίοις	episodes	55	109	0.7072
23	5	διαλαμβάνει	relieve	56	111	0.7751
23	5	τὴν	his	57	115	0.776
23	5	ποίησιν	narrative	58	116	0.8025
23	6	οἱ	the	0	2	0.61
23	6	δ	As	1	0	0.4712
23	6	ἄλλοι	other	2	3	0.7108
23	6	περὶ	of	3	8	0.5516
23	6	ἕνα	one	4	9	0.6641
23	6	ποιοῦσι	they	5	6	0.6059
23	6	καὶ	or	6	11	0.5486
23	6	ἕνα	one	8	12	0.6057
23	6	χρόνον	period	9	13	0.5086
23	6	μίαν	an	11	17	0.6005
23	6	πρᾶξιν	action	12	18	0.7635
23	6	πολυμερή	multiplicity	13	24	0.4811
23	6	ποιήσας	has	18	22	0.4593
23	6	καὶ	although	19	20	0.4198
23	6	τὴν	a	20	23	0.4393
23	7	τοιγαροῦν	This	0	0	0.5829
23	7	ἐκ	of	1	6	0.5906
